Time	Step	Training loss	Validation loss	Full Validation loss
05:11:53	1042	1.3149	-	-
05:11:51	1041	1.8432	-	-
05:11:49	1040	3.1104	-	-
05:11:47	1039	3.1789	-	-
05:11:45	1038	3.3180	-	-
05:11:43	1037	2.8494	-	-
05:11:43	1036	0.7409	-	-
05:11:41	1035	2.7814	-	-
05:11:39	1034	2.7173	-	-
05:11:37	1033	2.1300	-	-
05:11:35	1032	3.2951	-	-
05:11:35	1031	0.6623	-	-
05:11:33	1030	3.5953	-	-
05:11:31	1029	3.6823	-	-
05:11:29	1028	3.5190	-	-
05:11:27	1027	1.7775	-	-
05:11:27	1026	1.9435	-	-
05:11:25	1025	3.1105	-	-
05:11:23	1024	2.4410	-	-
05:11:21	1023	2.2181	-	-
05:11:19	1022	2.8196	-	-
05:11:17	1021	1.9590	-	-
05:11:15	1020	1.3423	-	-
05:11:15	1019	1.0439	-	-
05:11:13	1018	3.6847	-	-
05:11:10	1017	0.9086	-	-
05:11:08	1016	0.6263	-	-
05:11:06	1015	2.6324	-	-
05:11:06	1014	1.8547	-	-
05:11:04	1013	2.8189	-	-
05:11:02	1012	2.1097	-	-
05:11:00	1011	1.9119	-	-
05:10:58	1010	3.2261	-	-
05:10:56	1009	1.8513	-	-
05:10:56	1008	3.9877	-	-
05:10:54	1007	3.2993	-	-
05:10:52	1006	2.5718	-	-
05:10:50	1005	1.7288	-	-
05:10:50	1004	2.7600	-	-
05:10:48	1003	1.7557	-	-
05:10:46	1002	3.6294	-	-
05:10:44	1001	2.2059	-	-
05:10:42	1000	1.7877	2.5175	-
05:10:34	999	1.1375	-	-
05:10:32	998	2.2003	-	-
05:10:30	997	2.8390	-	-
05:10:28	996	3.0637	-	-
05:10:28	995	1.8104	-	-
05:10:26	994	2.8262	-	-
05:10:24	993	1.1311	-	-
05:10:22	992	2.3355	-	-
05:10:22	991	3.0799	-	-
05:10:20	990	2.3558	-	-
05:10:17	989	1.8212	-	-
05:10:15	988	1.7841	-	-
05:10:13	987	2.5470	-	-
05:10:11	986	1.8798	-	-
05:10:11	985	2.3452	-	-
05:10:09	984	3.7329	-	-
05:10:07	983	0.6165	-	-
05:10:05	982	1.8852	-	-
05:10:03	981	1.5839	-	-
05:10:03	980	0.8651	-	-
05:10:01	979	1.9585	-	-
05:09:59	978	0.7446	-	-
05:09:57	977	2.7493	-	-
05:09:55	976	4.4423	-	-
05:09:53	975	3.3206	-	-
05:09:51	974	2.1570	-	-
05:09:51	973	3.2550	-	-
05:09:49	972	0.5048	-	-
05:09:47	971	2.8973	-	-
05:09:45	970	3.0928	-	-
05:09:43	969	2.7655	-	-
05:09:43	968	2.3035	-	-
05:09:41	967	2.9583	-	-
05:09:39	966	2.3451	-	-
05:09:37	965	1.6999	-	-
05:09:35	964	1.9396	-	-
05:09:35	963	3.6605	-	-
05:09:33	962	3.0429	-	-
05:09:31	961	1.5226	-	-
05:09:29	960	3.7322	-	-
05:09:27	959	1.9194	-	-
05:09:27	958	3.4179	-	-
05:09:25	957	0.6470	-	-
05:09:22	956	3.1752	-	-
05:09:20	955	2.9794	-	-
05:09:18	954	3.4684	-	-
05:09:18	953	2.9841	-	-
05:09:16	952	2.9948	-	-
05:09:14	951	0.5003	-	-
05:09:12	950	3.5224	-	-
05:09:10	949	1.1598	-	-
05:09:08	948	1.2780	-	-
05:09:08	947	0.9029	-	-
05:09:06	946	1.4357	-	-
05:09:04	945	3.4976	-	-
05:09:02	944	3.4996	-	-
05:09:00	943	3.1220	-	-
05:08:58	942	2.9170	-	-
05:08:58	941	3.3462	-	-
05:08:56	940	4.1027	-	-
05:08:54	939	2.7176	-	-
05:08:52	938	0.9461	-	-
05:08:50	937	0.9580	-	-
05:08:48	936	3.2005	-	-
05:08:48	935	3.1426	-	-
05:08:46	934	1.9859	-	-
05:08:44	933	3.9718	-	-
05:08:42	932	3.5244	-	-
05:08:42	931	3.2066	-	-
05:08:40	930	2.2097	-	-
05:08:38	929	2.3128	-	-
05:08:36	928	3.7211	-	-
05:08:34	927	3.5226	-	-
05:08:31	926	2.6834	-	-
05:08:31	925	3.3446	-	-
05:08:29	924	3.4088	-	-
05:08:27	923	2.7812	-	-
05:08:25	922	3.3521	-	-
05:08:23	921	0.9715	-	-
05:08:23	920	1.9274	-	-
05:08:21	919	1.8967	-	-
05:08:19	918	2.6481	-	-
05:08:17	917	2.1715	-	-
05:08:15	916	2.1648	-	-
05:08:13	915	3.2516	-	-
05:08:13	914	1.1287	-	-
05:08:11	913	2.5531	-	-
05:08:09	912	3.5676	-	-
05:08:07	911	3.1963	-	-
05:08:05	910	2.3765	-	-
05:08:03	909	3.4324	-	-
05:08:03	908	4.0777	-	-
05:08:01	907	0.3319	-	-
05:07:57	906	4.0436	-	2.7768
05:07:24	905	3.6259	-	-
05:07:22	904	2.4537	-	-
05:07:22	903	3.7918	-	-
05:07:20	902	3.2373	-	-
05:07:18	901	0.4162	-	-
05:07:16	900	3.1669	3.6905	-
05:07:08	899	3.1153	-	-
05:07:06	898	3.2736	-	-
05:07:04	897	3.3535	-	-
05:07:02	896	3.1236	-	-
05:07:02	895	1.8589	-	-
05:07:00	894	1.6567	-	-
05:06:58	893	0.5694	-	-
05:06:56	892	2.4612	-	-
05:06:54	891	0.7429	-	-
05:06:52	890	3.6756	-	-
05:06:50	889	1.4713	-	-
05:06:50	888	2.3805	-	-
05:06:47	887	2.8653	-	-
05:06:45	886	2.5410	-	-
05:06:43	885	1.5734	-	-
05:06:41	884	1.4216	-	-
05:06:41	883	0.3317	-	-
05:06:39	882	3.6272	-	-
05:06:37	881	1.4011	-	-
05:06:35	880	3.9949	-	-
05:06:33	879	2.2864	-	-
05:06:31	878	2.3042	-	-
05:06:31	877	4.2284	-	-
05:06:29	876	2.9838	-	-
05:06:27	875	1.8613	-	-
05:06:25	874	3.8604	-	-
05:06:23	873	3.1436	-	-
05:06:21	872	4.0728	-	-
05:06:21	871	1.9144	-	-
05:06:19	870	3.1182	-	-
05:06:17	869	1.5253	-	-
05:06:15	868	3.5640	-	-
05:06:13	867	2.2173	-	-
05:06:13	866	1.8470	-	-
05:06:11	865	3.6348	-	-
05:06:09	864	0.9219	-	-
05:06:07	863	3.4849	-	-
05:06:05	862	3.5126	-	-
05:06:05	861	3.5037	-	-
05:06:03	860	3.4986	-	-
05:06:01	859	2.1151	-	-
05:05:59	858	2.2682	-	-
05:05:57	857	2.9302	-	-
05:05:57	856	0.8686	-	-
05:05:54	855	2.2759	-	-
05:05:52	854	2.7850	-	-
05:05:50	853	3.0553	-	-
05:05:48	852	3.7320	-	-
05:05:48	851	3.0512	-	-
05:05:46	850	1.8544	-	-
05:05:44	849	2.4595	-	-
05:05:42	848	1.7000	-	-
05:05:40	847	2.5875	-	-
05:05:40	846	0.4989	-	-
05:05:36	845	3.2391	-	-
05:05:36	844	0.6648	-	-
05:05:34	843	3.9462	-	-
05:05:32	842	0.5332	-	-
05:05:30	841	3.0655	-	-
05:05:28	840	1.8022	-	-
05:05:28	839	2.5318	-	-
05:05:26	838	4.1613	-	-
05:05:24	837	2.4958	-	-
05:05:22	836	2.6086	-	-
05:05:06	835	1.2687	-	-
05:05:06	834	2.0372	-	-
05:05:04	833	2.2129	-	-
05:05:02	832	2.1271	-	-
05:04:59	831	3.3746	-	-
05:04:59	830	0.8153	-	-
05:04:55	829	2.4253	-	-
05:04:53	828	2.1743	-	-
05:04:53	827	2.9149	-	-
05:04:51	826	2.8242	-	-
05:04:49	825	1.8095	-	-
05:04:47	824	2.3849	-	-
05:04:47	823	3.0104	-	-
05:04:45	822	1.3463	-	-
05:04:43	821	3.9454	-	-
05:04:41	820	1.8551	-	-
05:04:39	819	2.2930	-	-
05:04:37	818	0.5833	-	-
05:04:37	817	3.3931	-	-
05:04:35	816	1.2233	-	-
05:04:33	815	1.0921	-	-
05:04:31	814	3.0140	-	-
05:04:31	813	3.1939	-	-
05:04:29	812	0.4762	-	-
05:04:27	811	3.6661	-	-
05:04:25	810	2.0783	-	-
05:04:23	809	2.5053	-	-
05:04:21	808	3.3564	-	-
05:04:21	807	1.6333	-	-
05:04:19	806	3.0823	-	-
05:04:17	805	3.3228	-	-
05:04:15	804	3.5138	-	-
05:04:13	803	2.1721	-	-
05:04:10	802	2.4924	-	-
05:04:10	801	1.6978	-	-
05:04:08	800	3.3000	0.4948	-
05:03:58	799	0.7606	-	-
05:03:56	798	3.5274	-	-
05:03:56	797	1.7504	-	-
05:03:54	796	2.6032	-	-
05:03:52	795	1.2688	-	-
05:03:50	794	3.5444	-	-
05:03:48	793	0.7467	-	-
05:03:48	792	3.2751	-	-
05:03:46	791	1.4897	-	-
05:03:44	790	3.7263	-	-
05:03:42	789	2.8939	-	-
05:03:40	788	2.9987	-	-
05:03:40	787	0.4540	-	-
05:03:38	786	1.6038	-	-
05:03:36	785	1.3775	-	-
05:03:34	784	3.8588	-	-
05:03:32	783	1.1304	-	-
05:03:30	782	2.4230	-	-
05:03:30	781	2.5768	-	-
05:03:28	780	2.0101	-	-
05:03:26	779	1.0608	-	-
05:03:24	778	3.4148	-	-
05:03:22	777	2.3075	-	-
05:03:21	776	3.5205	-	-
05:03:19	775	2.7577	-	-
05:03:17	774	4.0481	-	-
05:03:15	773	0.4597	-	-
05:03:13	772	3.0782	-	-
05:03:11	771	2.3558	-	-
05:03:11	770	3.3042	-	-
05:03:09	769	0.4442	-	-
05:03:07	768	3.1105	-	-
05:03:05	767	0.3904	-	-
05:03:03	766	2.5586	-	-
05:03:03	765	2.6949	-	-
05:03:01	764	2.7647	-	-
05:02:59	763	1.1427	-	-
05:02:57	762	1.3643	-	-
05:02:55	761	3.5422	-	-
05:02:55	760	2.7379	-	-
05:02:53	759	2.9302	-	-
05:02:51	758	3.6847	-	-
05:02:49	757	3.0374	-	-
05:02:47	756	1.3392	-	-
05:02:45	755	3.4817	-	-
05:02:45	754	2.0222	-	-
05:02:43	753	3.1530	-	-
05:02:41	752	3.7470	-	-
05:02:39	751	1.2070	-	-
05:02:37	750	3.2369	-	-
05:02:35	749	2.1046	-	-
05:02:35	748	1.2020	-	-
05:02:33	747	1.1518	-	-
05:02:31	746	0.4809	-	-
05:02:29	745	1.6145	-	-
05:02:26	744	2.7905	-	-
05:02:26	743	1.7888	-	-
05:02:24	742	1.8567	-	-
05:02:22	741	2.9781	-	-
05:02:20	740	1.7513	-	-
05:02:18	739	1.5382	-	-
05:02:18	738	3.4442	-	-
05:02:16	737	0.7053	-	-
05:02:14	736	0.5577	-	-
05:02:12	735	1.7958	-	-
05:02:10	734	0.3099	-	-
05:02:10	733	3.6010	-	-
05:02:08	732	0.9938	-	-
05:02:06	731	1.4390	-	-
05:02:04	730	2.9168	-	-
05:02:02	729	2.2355	-	-
05:02:00	728	3.0673	-	-
05:02:00	727	0.7041	-	-
05:01:58	726	3.4320	-	-
05:01:56	725	2.7592	-	-
05:01:54	724	1.8674	-	-
05:01:52	723	3.0832	-	-
05:01:52	722	1.2446	-	-
05:01:50	721	3.1236	-	-
05:01:48	720	1.0448	-	-
05:01:46	719	1.5350	-	-
05:01:44	718	1.8833	-	-
05:01:42	717	3.3169	-	-
05:01:42	716	3.3065	-	-
05:01:40	715	1.5137	-	-
05:01:38	714	2.0898	-	-
05:01:36	713	4.2330	-	-
05:01:36	712	3.3238	-	-
05:01:34	711	2.7212	-	-
05:01:31	710	3.2268	-	-
05:01:29	709	3.7407	-	-
05:01:27	708	1.6601	-	-
05:01:25	707	0.9652	-	-
05:01:25	706	3.1366	-	-
05:01:23	705	2.8887	-	-
05:01:21	704	2.1175	-	-
05:01:19	703	3.6335	-	-
05:01:17	702	1.7228	-	-
05:01:17	701	2.0507	-	-
05:01:13	700	0.5938	3.7664	-
05:01:05	699	2.6297	-	-
05:01:03	698	2.2241	-	-
05:01:01	697	2.8478	-	-
05:01:01	696	1.8739	-	-
05:00:59	695	3.0469	-	-
05:00:57	694	3.6634	-	-
05:00:55	693	1.4782	-	-
05:00:55	692	3.7025	-	-
05:00:53	691	2.3979	-	-
05:00:51	690	4.0002	-	-
05:00:49	689	3.2142	-	-
05:00:47	688	3.4236	-	-
05:00:45	687	3.6779	-	-
05:00:45	686	0.4581	-	-
05:00:43	685	1.2701	-	-
05:00:41	684	3.1927	-	-
05:00:39	683	3.4842	-	-
05:00:37	682	2.2443	-	-
05:00:37	681	3.4910	-	-
05:00:35	680	3.1603	-	-
05:00:33	679	3.6686	-	-
05:00:31	678	2.9315	-	-
05:00:28	677	3.1692	-	-
05:00:28	676	1.8115	-	-
05:00:26	675	2.3131	-	-
05:00:24	674	2.8831	-	-
05:00:22	673	3.6200	-	-
05:00:20	672	3.1453	-	-
05:00:18	671	2.0199	-	-
05:00:16	670	2.2441	-	-
05:00:16	669	2.8420	-	-
05:00:14	668	0.5561	-	-
05:00:12	667	1.8932	-	-
05:00:10	666	1.8786	-	-
05:00:08	665	2.2484	-	-
05:00:08	664	2.0277	-	-
05:00:06	663	2.0571	-	-
05:00:04	662	2.5353	-	-
05:00:02	661	3.5963	-	-
05:00:00	660	3.0598	-	-
05:00:00	659	1.3759	-	-
04:59:58	658	0.8683	-	-
04:59:56	657	4.0863	-	-
04:59:54	656	3.0991	-	-
04:59:52	655	3.4077	-	-
04:59:52	654	3.1716	-	-
04:59:49	653	3.4877	-	-
04:59:47	652	1.9315	-	-
04:59:45	651	3.1791	-	-
04:59:45	650	2.8667	-	-
04:59:43	649	3.7609	-	-
04:59:41	648	3.5763	-	-
04:59:39	647	2.3543	-	-
04:59:37	646	2.6585	-	-
04:59:35	645	2.7836	-	-
04:59:35	644	1.2711	-	-
04:59:33	643	3.2427	-	-
04:59:31	642	0.4047	-	-
04:59:29	641	1.6491	-	-
04:59:27	640	1.7087	-	-
04:59:27	639	4.1286	-	-
04:59:25	638	3.1157	-	-
04:59:23	637	2.4264	-	-
04:59:21	636	0.4376	-	-
04:59:19	635	1.4232	-	-
04:59:19	634	2.6400	-	-
04:59:17	633	3.0711	-	-
04:59:15	632	1.5818	-	-
04:59:13	631	2.9093	-	-
04:59:13	630	1.8490	-	-
04:59:09	629	1.6162	-	-
04:59:09	628	3.4095	-	-
04:59:07	627	3.7551	-	-
04:59:05	626	2.1126	-	-
04:59:03	625	3.3100	-	-
04:59:01	624	3.1267	-	-
04:59:01	623	2.6662	-	-
04:58:59	622	1.8232	-	-
04:58:57	621	3.5942	-	-
04:58:55	620	2.7445	-	-
04:58:53	619	3.2431	-	-
04:58:50	618	1.3358	-	-
04:58:48	617	3.5939	-	-
04:58:48	616	3.5954	-	-
04:58:46	615	2.8166	-	-
04:58:44	614	2.6877	-	-
04:58:42	613	2.8978	-	-
04:58:40	612	3.0682	-	-
04:58:40	611	3.5058	-	-
04:58:38	610	3.1423	-	-
04:58:36	609	3.5406	-	-
04:58:34	608	3.9661	-	-
04:58:32	607	1.9626	-	-
04:58:30	606	2.8164	-	-
04:58:30	605	2.2046	-	-
04:58:26	604	2.7492	-	2.8384
04:57:53	603	0.6191	-	-
04:57:51	602	2.7413	-	-
04:57:51	601	3.2667	-	-
04:57:47	600	3.7439	3.7330	-
04:57:39	599	1.8485	-	-
04:57:37	598	2.5608	-	-
04:57:37	597	2.2518	-	-
04:57:35	596	3.4416	-	-
04:57:33	595	3.7393	-	-
04:57:31	594	3.2900	-	-
04:57:29	593	2.3904	-	-
04:57:29	592	1.9167	-	-
04:57:27	591	3.5155	-	-
04:57:25	590	3.2399	-	-
04:57:23	589	2.3039	-	-
04:57:21	588	0.6669	-	-
04:57:19	587	2.5203	-	-
04:57:17	586	2.2268	-	-
04:57:17	585	0.6249	-	-
04:57:15	584	4.0973	-	-
04:57:13	583	1.6332	-	-
04:57:11	582	1.2014	-	-
04:57:09	581	2.6465	-	-
04:57:07	580	3.4233	-	-
04:57:07	579	0.9214	-	-
04:57:04	578	2.2449	-	-
04:57:02	577	0.6055	-	-
04:57:00	576	2.3370	-	-
04:56:58	575	1.7489	-	-
04:56:58	574	1.9103	-	-
04:56:56	573	3.4378	-	-
04:56:54	572	2.7175	-	-
04:56:52	571	2.3494	-	-
04:56:50	570	3.0978	-	-
04:56:50	569	2.3270	-	-
04:56:48	568	3.2755	-	-
04:56:46	567	3.4899	-	-
04:56:44	566	2.8410	-	-
04:56:42	565	1.3717	-	-
04:56:40	564	2.6478	-	-
04:56:40	563	3.4103	-	-
04:56:38	562	3.5101	-	-
04:56:36	561	0.3565	-	-
04:56:34	560	2.0562	-	-
04:56:32	559	0.7961	-	-
04:56:32	558	1.8000	-	-
04:56:30	557	2.0909	-	-
04:56:28	556	3.6863	-	-
04:56:26	555	4.5643	-	-
04:56:24	554	3.4749	-	-
04:56:24	553	0.3161	-	-
04:56:22	552	3.3426	-	-
04:56:20	551	1.5470	-	-
04:56:18	550	3.0252	-	-
04:56:16	549	3.8557	-	-
04:56:16	548	1.6009	-	-
04:56:14	547	2.7591	-	-
04:56:12	546	2.9469	-	-
04:56:10	545	2.1563	-	-
04:56:10	544	1.7675	-	-
04:56:07	543	4.0621	-	-
04:56:05	542	1.9181	-	-
04:56:03	541	2.6505	-	-
04:56:01	540	0.6918	-	-
04:55:59	539	3.7367	-	-
04:55:59	538	1.5890	-	-
04:55:57	537	2.8698	-	-
04:55:55	536	3.0844	-	-
04:55:53	535	2.4560	-	-
04:55:51	534	1.3811	-	-
04:55:49	533	2.6704	-	-
04:55:49	532	1.6664	-	-
04:55:47	531	2.1950	-	-
04:55:45	530	3.5184	-	-
04:55:43	529	3.9265	-	-
04:55:41	528	1.9783	-	-
04:55:41	527	3.5161	-	-
04:55:39	526	3.3214	-	-
04:55:37	525	2.2358	-	-
04:55:35	524	1.9474	-	-
04:55:33	523	1.2285	-	-
04:55:33	522	1.2866	-	-
04:55:31	521	4.0257	-	-
04:55:29	520	0.3179	-	-
04:55:27	519	3.1079	-	-
04:55:27	518	4.0458	-	-
04:55:25	517	3.4414	-	-
04:55:23	516	3.2080	-	-
04:55:21	515	3.4456	-	-
04:55:19	514	2.3499	-	-
04:55:19	513	1.1908	-	-
04:55:17	512	3.8881	-	-
04:55:15	511	3.8573	-	-
04:55:12	510	1.4945	-	-
04:55:12	509	2.1737	-	-
04:55:08	508	3.0171	-	-
04:55:08	507	2.0590	-	-
04:55:06	506	4.2260	-	-
04:55:04	505	2.4633	-	-
04:55:02	504	3.4538	-	-
04:55:00	503	3.4185	-	-
04:55:00	502	3.3676	-	-
04:54:58	501	3.4648	-	-
04:54:56	500	3.5260	3.4628	-
04:54:48	499	3.1638	-	-
04:54:46	498	3.2196	-	-
04:54:44	497	3.2164	-	-
04:54:42	496	2.5224	-	-
04:54:40	495	3.5332	-	-
04:54:40	494	1.0172	-	-
04:54:38	493	3.6320	-	-
04:54:36	492	3.7518	-	-
04:54:34	491	2.3644	-	-
04:54:32	490	3.6813	-	-
04:54:32	489	3.4766	-	-
04:54:30	488	3.2927	-	-
04:54:28	487	3.2524	-	-
04:54:26	486	2.8500	-	-
04:54:24	485	3.7628	-	-
04:54:24	484	3.8518	-	-
04:54:22	483	0.5926	-	-
04:54:20	482	3.7422	-	-
04:54:17	481	2.5004	-	-
04:54:17	480	3.3528	-	-
04:54:15	479	2.3730	-	-
04:54:13	478	2.6476	-	-
04:54:11	477	3.4744	-	-
04:54:09	476	3.3244	-	-
04:54:07	475	1.6615	-	-
04:54:07	474	2.6243	-	-
04:54:05	473	2.1755	-	-
04:54:03	472	4.0558	-	-
04:54:01	471	2.1311	-	-
04:53:59	470	3.1974	-	-
04:53:59	469	3.0989	-	-
04:53:57	468	2.9341	-	-
04:53:55	467	2.9691	-	-
04:53:53	466	2.4395	-	-
04:53:51	465	3.1392	-	-
04:53:49	464	3.7099	-	-
04:53:49	463	0.8967	-	-
04:53:47	462	1.3723	-	-
04:53:45	461	4.3759	-	-
04:53:43	460	1.9776	-	-
04:53:41	459	2.7645	-	-
04:53:41	458	1.7294	-	-
04:53:39	457	0.4259	-	-
04:53:37	456	2.8297	-	-
04:53:35	455	3.1100	-	-
04:53:33	454	1.6910	-	-
04:53:30	453	3.5850	-	-
04:53:30	452	1.9122	-	-
04:53:28	451	2.9201	-	-
04:53:26	450	3.8985	-	-
04:53:24	449	2.9901	-	-
04:53:22	448	1.4340	-	-
04:53:22	447	1.2785	-	-
04:53:20	446	3.4755	-	-
04:53:18	445	3.4776	-	-
04:53:16	444	1.8432	-	-
04:53:16	443	2.3623	-	-
04:53:14	442	2.9114	-	-
04:53:12	441	2.2540	-	-
04:53:10	440	3.0746	-	-
04:53:08	439	1.9591	-	-
04:53:06	438	3.5675	-	-
04:53:06	437	2.4474	-	-
04:53:04	436	3.4424	-	-
04:53:02	435	2.7451	-	-
04:53:00	434	2.8522	-	-
04:52:58	433	4.0012	-	-
04:52:58	432	2.4875	-	-
04:52:56	431	3.5858	-	-
04:52:54	430	1.4191	-	-
04:52:52	429	3.8910	-	-
04:52:50	428	3.4011	-	-
04:52:50	427	3.3512	-	-
04:52:48	426	3.2927	-	-
04:52:46	425	2.2080	-	-
04:52:44	424	1.4657	-	-
04:52:44	423	3.1520	-	-
04:52:40	422	1.2793	-	-
04:52:40	421	3.2040	-	-
04:52:38	420	2.2895	-	-
04:52:35	419	1.4504	-	-
04:52:33	418	0.8976	-	-
04:52:33	417	2.7259	-	-
04:52:31	416	3.7681	-	-
04:52:29	415	0.5106	-	-
04:52:27	414	3.8791	-	-
04:52:25	413	3.6455	-	-
04:52:25	412	2.8873	-	-
04:52:23	411	3.5641	-	-
04:52:21	410	3.4391	-	-
04:52:19	409	1.5700	-	-
04:52:17	408	2.4093	-	-
04:52:15	407	2.8435	-	-
04:52:15	406	2.2100	-	-
04:52:07	405	1.9799	-	-
04:52:05	404	3.9511	-	-
04:52:03	403	2.8965	-	-
04:52:01	402	3.7695	-	-
04:52:01	401	2.2861	-	-
04:51:59	400	3.0694	3.5748	-
04:51:51	399	2.0256	-	-
04:51:49	398	3.6230	-	-
04:51:47	397	3.1334	-	-
04:51:45	396	2.6921	-	-
04:51:43	395	3.7098	-	-
04:51:41	394	0.5762	-	-
04:51:41	393	3.6496	-	-
04:51:38	392	1.7981	-	-
04:51:36	391	3.7684	-	-
04:51:34	390	0.7116	-	-
04:51:32	389	2.8504	-	-
04:51:32	388	1.9526	-	-
04:51:30	387	3.8940	-	-
04:51:28	386	2.3572	-	-
04:51:26	385	3.0232	-	-
04:51:24	384	1.0828	-	-
04:51:22	383	0.9503	-	-
04:51:22	382	1.3111	-	-
04:51:20	381	1.0143	-	-
04:51:18	380	3.0208	-	-
04:51:16	379	2.2048	-	-
04:51:14	378	1.1836	-	-
04:51:14	377	1.2720	-	-
04:51:12	376	3.4990	-	-
04:51:10	375	3.5690	-	-
04:51:08	374	2.7046	-	-
04:51:06	373	1.1944	-	-
04:51:04	372	3.6952	-	-
04:51:04	371	3.3480	-	-
04:51:02	370	2.3000	-	-
04:51:00	369	3.5212	-	-
04:50:58	368	3.5607	-	-
04:50:56	367	2.7309	-	-
04:50:56	366	1.2387	-	-
04:50:54	365	3.3618	-	-
04:50:44	364	0.5955	-	-
04:50:42	363	1.6491	-	-
04:50:40	362	1.4228	-	-
04:50:38	361	2.7973	-	-
04:50:35	360	3.2207	-	-
04:50:35	359	0.5577	-	-
04:50:33	358	3.8810	-	-
04:50:31	357	2.1755	-	-
04:50:29	356	2.6009	-	-
04:50:27	355	2.6478	-	-
04:50:25	354	2.5171	-	-
04:50:25	353	2.2949	-	-
04:50:23	352	1.5260	-	-
04:50:21	351	3.3989	-	-
04:50:05	350	1.7720	-	-
04:50:05	349	0.7921	-	-
04:50:03	348	3.0292	-	-
04:50:01	347	1.8580	-	-
04:49:59	346	3.6671	-	-
04:49:57	345	1.3218	-	-
04:49:55	344	1.8758	-	-
04:49:55	343	3.0761	-	-
04:49:53	342	2.8870	-	-
04:49:51	341	3.3768	-	-
04:49:49	340	3.4499	-	-
04:49:41	339	3.1604	-	-
04:49:39	338	0.4637	-	-
04:49:37	337	2.0834	-	-
04:49:35	336	2.9885	-	-
04:49:32	335	2.7859	-	-
04:49:32	334	0.9417	-	-
04:49:30	333	2.5049	-	-
04:49:28	332	3.4541	-	-
04:49:26	331	3.6913	-	-
04:49:24	330	3.4030	-	-
04:49:24	329	0.7029	-	-
04:49:22	328	0.4782	-	-
04:49:20	327	2.1588	-	-
04:49:18	326	1.8427	-	-
04:49:16	325	1.5234	-	-
04:49:16	324	3.6659	-	-
04:49:14	323	3.5667	-	-
04:49:12	322	1.1491	-	-
04:49:10	321	1.4469	-	-
04:49:10	320	3.9259	-	-
04:49:08	319	1.3018	-	-
04:49:06	318	2.5529	-	-
04:49:04	317	3.5837	-	-
04:49:04	316	2.4589	-	-
04:49:02	315	3.9970	-	-
04:49:00	314	2.9604	-	-
04:48:58	313	3.5365	-	-
04:48:56	312	3.0960	-	-
04:48:54	311	2.9656	-	-
04:48:54	310	3.0234	-	-
04:48:52	309	3.8885	-	-
04:48:50	308	0.7950	-	-
04:48:48	307	2.6693	-	-
04:48:48	306	3.4712	-	-
04:48:46	305	2.5743	-	-
04:48:44	304	3.9443	-	-
04:48:42	303	0.7944	-	-
04:48:37	302	2.0037	-	3.0288
04:48:07	301	1.9479	-	-
04:48:05	300	2.6463	3.7560	-
04:47:55	299	3.0741	-	-
04:47:55	298	1.8271	-	-
04:47:53	297	2.1856	-	-
04:47:51	296	3.3657	-	-
04:47:48	295	3.8510	-	-
04:47:40	294	2.3653	-	-
04:47:38	293	3.4060	-	-
04:47:36	292	0.5646	-	-
04:47:34	291	2.5104	-	-
04:47:32	290	3.2821	-	-
04:47:24	289	1.9126	-	-
04:47:22	288	2.2402	-	-
04:47:20	287	1.2101	-	-
04:47:18	286	3.3701	-	-
04:47:16	285	1.8678	-	-
04:47:16	284	3.7568	-	-
04:47:14	283	1.9471	-	-
04:47:12	282	3.8809	-	-
04:47:10	281	3.4712	-	-
04:47:08	280	2.0209	-	-
04:47:06	279	2.6040	-	-
04:47:06	278	1.0720	-	-
04:47:04	277	3.8994	-	-
04:47:02	276	3.5170	-	-
04:47:00	275	3.4400	-	-
04:47:00	274	3.7607	-	-
04:46:58	273	0.9730	-	-
04:46:56	272	1.4747	-	-
04:46:54	271	2.1894	-	-
04:46:52	270	1.6229	-	-
04:46:50	269	2.9909	-	-
04:46:50	268	3.6009	-	-
04:46:47	267	0.5854	-	-
04:46:45	266	2.8952	-	-
04:46:43	265	2.6138	-	-
04:46:41	264	2.3187	-	-
04:46:41	263	0.5514	-	-
04:46:39	262	3.5428	-	-
04:46:37	261	1.8513	-	-
04:46:35	260	2.8507	-	-
04:46:33	259	1.5572	-	-
04:46:33	258	1.5604	-	-
04:46:31	257	1.8367	-	-
04:46:29	256	2.1482	-	-
04:46:27	255	3.6685	-	-
04:46:25	254	2.1403	-	-
04:46:25	253	2.3456	-	-
04:46:23	252	2.8082	-	-
04:46:21	251	3.5888	-	-
04:46:19	250	3.0338	-	-
04:46:09	249	3.3898	-	-
04:46:07	248	2.0297	-	-
04:46:07	247	1.4952	-	-
04:46:05	246	3.6608	-	-
04:46:03	245	3.7487	-	-
04:46:01	244	3.9183	-	-
04:45:59	243	3.3792	-	-
04:45:57	242	2.5406	-	-
04:45:55	241	3.7211	-	-
04:45:55	240	3.4570	-	-
04:45:53	239	3.8826	-	-
04:45:51	238	3.1935	-	-
04:45:49	237	2.7790	-	-
04:45:40	236	3.6297	-	-
04:45:38	235	2.9287	-	-
04:45:36	234	1.2512	-	-
04:45:34	233	3.5760	-	-
04:45:32	232	2.6821	-	-
04:45:32	231	2.0406	-	-
04:45:30	230	3.6821	-	-
04:45:28	229	3.6169	-	-
04:45:26	228	3.3853	-	-
04:45:24	227	3.7183	-	-
04:45:24	226	4.1557	-	-
